objectid,parentid,filename,title,creator,date,archival date,description,subject,location,latitude,longitude,source,identifier,type,format_original,format,finding aid,digital collection,contributing institution,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
cnr027,,ug92_box4_folder54_deansstaff2007.pdf,Dean's Staff Memorandum,"Campbell, Alton",2007-01-16,2007-01-16,"A memorandum about College of Natural Resources projects, mainly hightlighting Geospatial Lab Remodeling of Snag Lobby. ",natural resources; forestry; building history research; history (discipline); local histories; environmental art; newsletters; architectural history,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box4_folder54_deansstaff2007,Text,document,application/pdf,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box4_folder54_deansstaff2007.pdf,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box4_folder54_deansstaff2007_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box4_folder54_deansstaff2007_th.jpg
cnr028,,ug92_box5_folder60_internationalforesters1990_1of3.jpg,Ernest Ables's Southeast Asia Preserve Managers Short Workshop,"Ortiz, Denise",1990-08-00,1990-08-00,"Karma Dhendup, Adam Ausan and Gem Tshering with t-shirts, hats and certificates of completion.",natural resources; forestry; people in agriculture or natural resource occupations; diversity; international; Southeast Asia; rangers (forest); land management; black-and-white photographs; professors (teachers); college students; celebrations ,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box5_folder60_internationalforesters1990_1of3,Image;StillImage,black-and-white photograph,image/jpeg,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box5_folder60_internationalforesters1990_1of3.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box5_folder60_internationalforesters1990_1of3_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box5_folder60_internationalforesters1990_1of3_th.jpg
cnr029,,ug92_box5_folder60_internationalforesters1990_2of3.jpg,Ernest Ables's Southeast Asia Preserve Managers Short Workshop,"Ortiz, Denise",1990-08-00,1990-08-00,"Dr. Ernest Able presents U. of I. College of Forestry t-shirts, hats, and certificates of completion to three of his four Southeast Asian students--Karma Dhendup, Adam Ausan, and Gem Tshering. ",natural resources; forestry; people in agriculture or natural resource occupations; diversity; international; Southeast Asia; rangers (forest); land management; black-and-white photographs; professors (teachers); college students; celebrations,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box5_folder60_internationalforesters1990_2of3,Image;StillImage,black-and-white photograph,image/jpeg,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box5_folder60_internationalforesters1990_2of3.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box5_folder60_internationalforesters1990_2of3_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box5_folder60_internationalforesters1990_2of3_th.jpg
cnr030,,ug92_box5_folder60_internationalforesters1990_3of3.pdf,Photo Information for Ernest Ables's Southeast Asia Preserve Managers Short Workshop,"Ortiz, Denise",1990-08-00,1990-08-00,Detailed description of people in the photograph of Ernest Ables's Southeast Asia Preserve Managers Workshop.,natural resources; forestry; people in agriculture or natural resource occupations; diversity; international; Southeast Asia; rangers (forest); land management; black-and-white photographs; professors (teachers); college students; celebrations,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box5_folder60_internationalforesters1990_3of3,Text,document,application/pdf,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box5_folder60_internationalforesters1990_3of3.pdf,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box5_folder60_internationalforesters1990_3of3_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box5_folder60_internationalforesters1990_3of3_th.jpg
cnr031,,ug92_box5_folder60_prescribedburn1990.jpg,Prescribed burn on Moscow Mountain,"Ortiz, Denise",1990,1990,Student Jeff Fields on a prescribed burn on Moscow Mountain with professor Harold Osborne.,natural resources; forestry; black-and-white photographs; rangeland; firefighters; environmental engineering; forest management; environmental impact; environmental sciences; land management; college students; professors (teachers),,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box5_folder60_prescribedburn1990,Image;StillImage,black-and-white photograph,image/jpeg,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box5_folder60_prescribedburn1990.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box5_folder60_prescribedburn1990_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box5_folder60_prescribedburn1990_th.jpg
cnr032,,ug92_box5_folder60_forestproductslab1990.jpg,Forest Products Lab Work,"Forest, Wildlife and Range Experiment Station",1990,1990,Student and professors working in Forest Products Lab. ,natural resources; forestry; black-and-white photographs; people in agriculture or natural resource occupations; women’s studies; diversity; environmental engineering; college students; environmental sciences; professors (teachers),,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box5_folder60_forestproductslab1990,Image;StillImage,black-and-white photograph,image/jpeg,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box5_folder60_forestproductslab1990.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box5_folder60_forestproductslab1990_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box5_folder60_forestproductslab1990_th.jpg
cnr033,,ug92_box5_folder60_experimentalforestproject1993.jpg,WSU and UI Project Experimental Forest,"Hardesty, Linda",1993,1993,Students taking down 5 miles of fence at the Experimental Forest.,natural resources; forestry; people in agriculture or natural resource occupations; black-and-white photographs; rangeland; environmental engineering; cultural landscapes/property/heritage; experiment stations; forest management; land management; college students; professors (teachers),,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box5_folder60_experimentalforestproject1993,Image;StillImage,black-and-white photograph,image/jpeg,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box5_folder60_experimentalforestproject1993.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box5_folder60_experimentalforestproject1993_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box5_folder60_experimentalforestproject1993_th.jpg
cnr034,,ug92_box5_folder60_studentandswan1990.jpg,Swan Study,"Forest, Wildlife and Range Experiment Station",1990,1990,A wildlife student working out in the field for a swan study.,natural resources; forestry; people in agriculture or natural resource occupations; black-and-white photographs; wildlife; sustainability; conservation concepts; college students   ,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box5_folder60_studentandswan1990,Image;StillImage,black-and-white photograph,image/jpeg,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box5_folder60_studentandswan1990.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box5_folder60_studentandswan1990_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box5_folder60_studentandswan1990_th.jpg
cnr035,,ug92_box5_folder60_schoolofforestry1932.jpg,School of Forestry ,"Sowder, A. M.",1932-02-25,1932-02-25,School of Forestry class of 1932.,natural resources; forestry; people in agriculture or natural resource occupations; black-and-white photographs; college students; professors (teachers); deans (educators),,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box5_folder60_schoolofforestry1932,Image;StillImage,black-and-white photograph,image/jpeg,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box5_folder60_schoolofforestry1932.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box5_folder60_schoolofforestry1932_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box5_folder60_schoolofforestry1932_th.jpg
cnr036,,ug92_box5_folder60_schoolofforestry1930.jpg,School of Forestry Logging,"Sowder, A. M.",1930,1930,Logging in the School of Forestry.,natural resources; forestry; people in agriculture or natural resource occupations; logging; black-and-white photographs; college students; lumber,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box5_folder60_schoolofforestry1930,Image;StillImage,black-and-white photograph,image/jpeg,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box5_folder60_schoolofforestry1930.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box5_folder60_schoolofforestry1930_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box5_folder60_schoolofforestry1930_th.jpg
cnr037,,ug92_box5_folder60_shattuckarb1934.jpg,Idaho Arboretum,"Sowder, A. M.",1934-04-22,1934-04-22,"Xi Sigma Pi memorial planting of the Idaho Arboretum, later renamed the Shattuck Arboretum in honor of the late Dean Charles Houston Shattuck. ",natural resources; forestry; people in agriculture or natural resource occupations; black-and-white photographs; gardening; environmental engineering; cultural landscapes/property/heritage; college students; local histories; nurseries (horticulture); ecotourism; land management; professors (teachers); deans (educators); celebrations ,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box5_folder60_shattuckarb1934,Image;StillImage,black-and-white photograph,image/jpeg,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box5_folder60_shattuckarb1934.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box5_folder60_shattuckarb1934_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box5_folder60_shattuckarb1934_th.jpg
cnr038,,ug92_box5_folder60_studentsshattuckarb1933.jpg,Xi Sigma Pi Memorial Dedication,"Sowder, A. M.",1933-05-10,1933-05-10,"An Idaho Forester photograph of Xi Sigma Pi memorial planting of the Idaho Arboretum, later renamed the Shattuck Arboretum in honor of the late Dean Charles Houston Shattuck.  ",natural resources; forestry; people in agriculture or natural resource occupations; black-and-white photographs; gardening; environmental engineering; cultural landscapes/property/heritage; college students; local histories; nurseries (horticulture); ecotourism; land management; professors (teachers); deans (educators); celebrations ,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box5_folder60_studentsshattuckarb1933,Image;StillImage,black-and-white photograph,image/jpeg,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box5_folder60_studentsshattuckarb1933.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box5_folder60_studentsshattuckarb1933_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box5_folder60_studentsshattuckarb1933_th.jpg
cnr039,,ug92_box5_folder60_forestryclub1920.jpg,Forestry Club Banquet U of Idaho,The BonTon,1920,1920,"A picture of the Forestry Club Banquet at the U of I, with Dean Francis Miller against the wall at the right and possibly Clement Price to the left of the centerpiece (with mustache). ",natural resources; forestry; people in agriculture or natural resource occupations; black-and-white photographs; college students; rangers (forest); professors (teachers); deans (educators); banquets (feasts); celebrations ,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box5_folder60_forestryclub1920,Image;StillImage,black-and-white photograph,image/jpeg,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box5_folder60_forestryclub1920.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box5_folder60_forestryclub1920_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box5_folder60_forestryclub1920_th.jpg
cnr040,,ug92_box5_folder60_idahoschoolofforestry1922.jpg,Idaho School of Forestry,"Sowder, A. M.",1922,1922,Students with Morrill Hall (Forestry Building) on left and Administration Building on right. Man on left could possibly be Mr. Nichols.,natural resources; forestry; people in agriculture or natural resource occupations; black-and-white photographs; environmental engineering; cultural landscapes/property/heritage; buildings for university or college; college buildings; colleges (institutions); college students; building history research; local histories; land management; architectural history,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box5_folder60_idahoschoolofforestry1922,Image;StillImage,black-and-white photograph,image/jpeg,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box5_folder60_idahoschoolofforestry1922.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box5_folder60_idahoschoolofforestry1922_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box5_folder60_idahoschoolofforestry1922_th.jpg
cnr041,,ug92_box5_folder60_loggersports1924.jpg,Logger Sports 1924,Lucy,1924,1924,Forestry students competing in logger sports.,natural resources; forestry; people in agriculture or natural resource occupations; logging; loggers; black-and-white photographs; college students; lumber; celebrations ,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box5_folder60_loggersports1924,Image;StillImage,black-and-white photograph,image/jpeg,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box5_folder60_loggersports1924.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box5_folder60_loggersports1924_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box5_folder60_loggersports1924_th.jpg
cnr042,,ug92_box7_folder75_internationalprograms1983.pdf,"International Programs at the College of Forestry, Wildlife and Range Sciences","College of Forestry, Wildlife and Range Sciences",1984-12-00,1984-12-00,"A brochure of International Programs at the College of Forestry, Wildlife and Range Sciences.",natural resources; forestry; people in agriculture or natural resource occupations; brochures; black-and-white photographs; diversity; international; colleges (institutions); college students; history of conservation; professors (teachers); deans (educators),,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box7_folder75_internationalprograms1983,Text,document,application/pdf,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box7_folder75_internationalprograms1983.pdf,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box7_folder75_internationalprograms1983_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box7_folder75_internationalprograms1983_th.jpg
cnr043,,ug92_box7_folder75_naturalresourcesweek1984_1of3.jpg,"Natural Resources Week, Tree Planting","College of Forestry, Wildlife and Range Sciences",1984,1984,A photo of Dean John Ehrenreich with students and faculty during Natural Resources Week. ,natural resources; forestry; people in agriculture or natural resource occupations; black-and-white photographs; women’s studies; diversity; gardening; environmental engineering; cultural landscapes/property/heritage; colleges (institutions); college students; professors (teachers); deans (educators); celebrations ,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box7_folder75_naturalresourcesweek1984_1of3,Image;StillImage,black-and-white photograph,image/jpeg,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box7_folder75_naturalresourcesweek1984_1of3.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box7_folder75_naturalresourcesweek1984_1of3_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box7_folder75_naturalresourcesweek1984_1of3_th.jpg
cnr044,,ug92_box7_folder75_naturalresourcesweek1984_2of3.jpg,"Natural Resources Week, Information Table","College of Forestry, Wildlife and Range Sciences",1984,1984,A photo of Dean John Ehrenreich with students and faculty during Natural Resources Week. ,natural resources; forestry; people in agriculture or natural resource occupations; black-and-white photographs; women’s studies; diversity; gardening; environmental engineering; cultural landscapes/property/heritage; colleges (institutions); college students; professors (teachers); deans (educators); celebrations ,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box7_folder75_naturalresourcesweek1984_2of3,Image;StillImage,black-and-white photograph,image/jpeg,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box7_folder75_naturalresourcesweek1984_2of3.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box7_folder75_naturalresourcesweek1984_2of3_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box7_folder75_naturalresourcesweek1984_2of3_th.jpg
cnr045,,ug92_box7_folder75_naturalresourcesweek1984_3of3.jpg,"Natural Resources Week, Logger Sports 1984","College of Forestry, Wildlife and Range Sciences",1984,1984,A photo of Dean John Ehrenreich with students and faculty in the log sawing competition. ,natural resources; forestry; people in agriculture or natural resource occupations; black-and-white photographs; women’s studies; diversity; gardening; environmental engineering; cultural landscapes/property/heritage; colleges (institutions); college students; professors (teachers); deans (educators); celebrations; logging; lumber,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box7_folder75_naturalresourcesweek1984_3of3,Image;StillImage,black-and-white photograph,image/jpeg,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box7_folder75_naturalresourcesweek1984_3of3.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box7_folder75_naturalresourcesweek1984_3of3_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box7_folder75_naturalresourcesweek1984_3of3_th.jpg
cnr046,,ug92_box7_folder77_owlresearch1987.jpg,Owl Research,Hayward; Greg,1987,1987,"Pat Hayward records measurements of 26 day old boreal owl, at nest site in Chamberlain Basin to determine patterns of growth and development. Young owl and its sibling was removed from nest cavity for only a couple minutes every 5 days make measurements. ",natural resources; forestry; people in agriculture or natural resource occupations; black-and-white photographs; wildlife; women’s studies; diversity; sustainability; conservation concepts; experiment stations; forest stations; history of conservation; environmental sciences,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box7_folder77_owlresearch1987,Image;StillImage,black-and-white photograph,image/jpeg,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box7_folder77_owlresearch1987.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box7_folder77_owlresearch1987_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box7_folder77_owlresearch1987_th.jpg
cnr047,,ug92_box7_folder77_thehaywards1997.jpg,"Pat and Greg Hayward, ""Mail Day""",Hayward; Greg and Pat,1997-03-00,1997-03-00,A photo by Pat and Greg Hayward--set up on tripod--No other human within maybe 20 miles. Pat and Greg Hayward at Cold Meadows guard station in the River of No Return Wilderness examining the mail which has accumulated over the past month. During winter mail arrived by ski plane every 2 weeks to a month. (On this day we moved from Chamberlain to Cold Meadows by ski plane. You can see th esnow melting on the stove to begin the supply of water for the 2 week stay at Cold Meadows). ,natural resources; forestry; people in agriculture or natural resource occupations; black-and-white photographs; wildlife; women’s studies; diversity; sustainability; conservation concepts; experiment stations; forest stations; history of conservation; environmental sciences,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box7_folder77_thehaywards1997,Image;StillImage,black-and-white photograph,image/jpeg,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box7_folder77_thehaywards1997.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box7_folder77_thehaywards1997_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box7_folder77_thehaywards1997_th.jpg
cnr048,,ug92_box8_folder91_saf1990.jpg,Society of Forestry Meeting Washington D.C.,"College of Forestry, Wildlife and Range Sciences",1990,1990,"College of Forestry, Wildlife and Range Sciences wins Outstanding Student Chapter Award and first place in student yearbook competition. L to R: Dr. Lauren Fins, Dean John Hendee, Student Chapter Chair Chris Maranto, Department Head Joe Ulliman, Idaho Forester Business Manager Brian Glodowski, Dr. Jim Moore, and Dr. Jo Ellen Force. ",natural resources; forestry; people in agriculture or natural resource occupations; color photographs; women’s studies; diversity; symposia (conferences); conservation organizations; history of conservation; land management; professors (teachers); deans (educators); celebrations ,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box8_folder91_saf1990,Image;StillImage,black-and-white photograph,image/jpeg,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box8_folder91_saf1990.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box8_folder91_saf1990_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box8_folder91_saf1990_th.jpg
