notes,objectid,parentid,identifier,title,interviewee,lastname,firstname,interviewer,signed_release,duration,transcriber,creator,creation_date,date,description,object_transcript,subject,location,latitude,longitude,source,filename,type,format,language,rights,rightsstatement,fileid,youtubeid,collectionid,cdmid,display_template,object_location,image_small,image_thumb,object_thumb,reference_url
,otherfaces024,otherfaces020,MG390_T24_Pokey_04,Suenaga Family Oral History Interview Video 4,Suenaga,Suenaga,,,yes,0:20:50,Transcribed by Otter.AI. Revised by Zoe Stave.,,,,"Video interview of a Japanese-American family in their home. The family discusses their life in Pocatello, the differences in racial discrimination by generation, family values and life in regard to Japanese culture.",objects/mg390_t24_pokey_04_transcript_revised.md,racial discrimination; Japanese-American; culture (concept); communities (social groups); depression (economic concept); dancing (activity); teaching; education; childhood; family life; clubs (associations); Japanese (culture or style);,"Pocatello, Idaho",42.8615307,-112.4582449,"Lily Wai Committee papers, MG 390, University of Idaho Library Special Collections and Archives",MG390_T24_Pokey_04.mp4,Image;MovingImage,video/mp4,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,MG390_T24_Pokey_04.mp4,nnRIIWO3ZQs,,,video,https://youtu.be/nnRIIWO3ZQs,https://img.youtube.com/vi/nnRIIWO3ZQs/hqdefault.jpg,https://img.youtube.com/vi/nnRIIWO3ZQs/mqdefault.jpg,,
,otherfaces025,otherfaces020,MG390_T25_Pokey_05,Suenaga Family Oral History Interview Video 5,Suenaga,Suenaga,,,yes,0:17:48,Transcribed by Otter.AI. Revised by Zoe Stave.,,,,"Video interview of a Japanese-American family in their home. The family talks about their life as Japanese-Americans in Pocatello, their family lives, and what it means to be Japanese-American. The youngest members of the family, the grandchildren, talk about what they do in school and at home. The children talk about their karate and dancing activities. The video footage also contains images, photographs, and art in the family's home. ",objects/mg390_t25_pokey_05_transcript_revised.md,martial arts; Japanese-American; education; Asian-American; family life; childhood; Japanese (culture or style);,"Pocatello, Idaho",42.8615307,-112.4582449,"Lily Wai Committee papers, MG 390, University of Idaho Library Special Collections and Archives",MG390_T25_Pokey_05.mp4,Image;MovingImage,video/mp4,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,MG390_T25_Pokey_05.mp4,xHnSxJrDCRk,,,video,https://youtu.be/xHnSxJrDCRk,https://img.youtube.com/vi/xHnSxJrDCRk/hqdefault.jpg,https://img.youtube.com/vi/xHnSxJrDCRk/mqdefault.jpg,,
,otherfaces026,,,Vega Family,,,,,,,Transcribed by Otter.AI. Revised by Zoe Stave.,,,,"Video interview of a Filipino-American family in their home. The family talks about their life in Idaho, experiences as Asian-Americans in Idaho, and their professions.",,,,,,"Lily Wai Committee papers, MG 390, University of Idaho Library Special Collections and Archives",,record,compound_object,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,,,compound_object,,https://img.youtube.com/vi/hANstigMrIM/hqdefault.jpg,https://img.youtube.com/vi/hANstigMrIM/mqdefault.jpg,,
,otherfaces027,otherfaces026,MG390_T17_JeanettesHouseBoise_01,Vega Family Oral History Interview Video 1,Vega,Vega,,,yes,0:20:25,Transcribed by Otter.AI. Revised by Zoe Stave.,,,,,objects/mg390_t17_jeanetteshouseboise_01_transcript_revised.md,Filipino (culture); family life; Asian-American; communities (social groups); immigration; Filipino (language); education;,"Boise, Idaho",43.61414462,-116.2043794,"Lily Wai Committee papers, MG 390, University of Idaho Library Special Collections and Archives",MG390_T17_JeanettesHouseBoise_01.mp4,Image;MovingImage,video/mp4,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,MG390_T17_JeanettesHouseBoise_01.mp4,P_sfDiawYT0,,,video,https://youtu.be/P_sfDiawYT0,https://img.youtube.com/vi/P_sfDiawYT0/hqdefault.jpg,https://img.youtube.com/vi/P_sfDiawYT0/mqdefault.jpg,,
,otherfaces028,otherfaces026,MG390_T18_JeanettesHouseBoise_02,Vega Family Oral History Interview Video 2,Vega,Vega,,,yes,0:21:17,Transcribed by Otter.AI. Revised by Zoe Stave.,,,,,objects/mg390_t18_jeanetteshouseboise_02_transcript_revised.md,Filipino (culture); family life; Tagalog (language); culture (concept); immigration; education; health care; Asian-American;,"Boise, Idaho",43.61414462,-116.2043794,"Lily Wai Committee papers, MG 390, University of Idaho Library Special Collections and Archives",MG390_T18_JeanettesHouseBoise_02.mp4,Image;MovingImage,video/mp4,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,MG390_T18_JeanettesHouseBoise_02.mp4,VezuRpMby6w,,,video,https://youtu.be/VezuRpMby6w,https://img.youtube.com/vi/VezuRpMby6w/hqdefault.jpg,https://img.youtube.com/vi/VezuRpMby6w/mqdefault.jpg,,
,otherfaces029,otherfaces026,MG390_T19_JeanettesHouseBoise_03,Vega Family Oral History Interview Video 3,Vega,Vega,,,yes,0:20:46,Transcribed by Otter.AI. Revised by Zoe Stave.,,,,,objects/mg390_t19_jeanetteshouseboise_03_transcript_revised.md,Filipino (culture); Asian-American; culture (concept); family life; immigration; marriage (social construct); identity; ethnicity; racial discrimination;,"Boise, Idaho",43.61414462,-116.2043794,"Lily Wai Committee papers, MG 390, University of Idaho Library Special Collections and Archives",MG390_T19_JeanettesHouseBoise_03.mp4,Image;MovingImage,video/mp4,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,MG390_T19_JeanettesHouseBoise_03.mp4,NJf7olBVLTA,,,video,https://youtu.be/NJf7olBVLTA,https://img.youtube.com/vi/NJf7olBVLTA/hqdefault.jpg,https://img.youtube.com/vi/NJf7olBVLTA/mqdefault.jpg,,
,otherfaces030,otherfaces026,MG390_T20_JanettesBoise_04,Vega Family Oral History Interview Video 4,Vega,Vega,,,yes,0:13:07,Transcribed by Otter.AI. Revised by Zoe Stave.,,,,,objects/mg390_t20_janettesboise_04_transcript_revised.md,Filipino (culture); Asian-American; culture (concept); family life; immigration; marriage (social construct); identity; ethnicity; racial discrimination;,"Boise, Idaho",43.61414462,-116.2043794,"Lily Wai Committee papers, MG 390, University of Idaho Library Special Collections and Archives",MG390_T20_JanettesBoise_04.mp4,Image;MovingImage,video/mp4,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,MG390_T20_JanettesBoise_04.mp4,hANstigMrIM,,,video,https://youtu.be/hANstigMrIM,https://img.youtube.com/vi/hANstigMrIM/hqdefault.jpg,https://img.youtube.com/vi/hANstigMrIM/mqdefault.jpg,,
needs partial transcript,otherfaces031,,MG390_T10_MPAAAEats,"Video of participants in ""Other Faces, Other Lives"" conversating in a restaurant and eating",,,,,,0:21:41,,,,,"Video of participants in ""Other Faces, Other Lives"" conversating in a restaurant and eating. Includes interviews of various unknown individuals regarding education system. ",,education; Asian-American; restaurants;,,,,"Lily Wai Committee papers, MG 390, University of Idaho Library Special Collections and Archives",MG390_T10_MPAAAEats.mp4,Image;MovingImage,video/mp4,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,MG390_T10_MPAAAEats.mp4,2VGtcw5hZMA,,,video,https://youtu.be/2VGtcw5hZMA,https://img.youtube.com/vi/2VGtcw5hZMA/hqdefault.jpg,https://img.youtube.com/vi/2VGtcw5hZMA/mqdefault.jpg,,
,otherfaces032,,MG390_T11_BoiseMuseumFootage_01,Boise Museum footage 1,,,,,,0:20:50,,,,,"Video of Boise Museum exhibit on the project. Includes descriptions of Chinese-Americans in Idaho, Chinese-American history, and Chinese immigration",,museums (institutions); Chinese-American; immigration;,"Boise, Idaho",43.61414462,-116.2043794,"Lily Wai Committee papers, MG 390, University of Idaho Library Special Collections and Archives",MG390_T11_BoiseMuseumFootage_01.mp4,Image;MovingImage,video/mp4,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,MG390_T11_BoiseMuseumFootage_01.mp4,YI2sO9LrHjQ,,,video,https://youtu.be/YI2sO9LrHjQ,https://img.youtube.com/vi/YI2sO9LrHjQ/hqdefault.jpg,https://img.youtube.com/vi/YI2sO9LrHjQ/mqdefault.jpg,,
,otherfaces033,,MG390_T12_BoiseMuseumFootage_02,Boise Museum footage 2,,,,,,0:12:35,,,,,"Video of Boise Museum exhibit on the project. Includes descriptions of Chinese-Americans in Idaho, Chinese-American history, and Chinese immigration",,museums (institutions); Chinese-American; immigration;,"Boise, Idaho",43.61414462,-116.2043794,"Lily Wai Committee papers, MG 390, University of Idaho Library Special Collections and Archives",MG390_T12_BoiseMuseumFootage_02.mp4,Image;MovingImage,video/mp4,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,MG390_T12_BoiseMuseumFootage_02.mp4,tBFgomp_kYk,,,video,https://youtu.be/tBFgomp_kYk,https://img.youtube.com/vi/tBFgomp_kYk/hqdefault.jpg,https://img.youtube.com/vi/tBFgomp_kYk/mqdefault.jpg,,
needs partial transcript,otherfaces034,,MG390_T13_KMVT11,KMVT 11 News video clip,,,,,,0:01:45,,,,,Video footage of news coverage of a monument sponsored by the Japanese American Citizens League (JACL).,,monuments; Asian-American;,"Minidoka, Idaho",42.7539872,-113.4899781,"Lily Wai Committee papers, MG 390, University of Idaho Library Special Collections and Archives",MG390_T13_KMVT11.mp4,Image;MovingImage,video/mp4,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,MG390_T13_KMVT11.mp4,0EVZZSyrlas,,,video,https://youtu.be/0EVZZSyrlas,https://img.youtube.com/vi/0EVZZSyrlas/hqdefault.jpg,https://img.youtube.com/vi/0EVZZSyrlas/mqdefault.jpg,,
needs partial transcript,otherfaces035,,MG390_T34_ColtonBroah_04,"Video footage of group family pictures, heirlooms, miscellaneous photographs, a Chinese-American food restaurant, as well as a college cultural exchange program",,,,,,0:21:38,Transcribed by Otter.AI. Note that transcript was produced by Otter.ai and may contain discrepancies. University of Idaho Special Collections and Archives is currently working to polish and clean up all transcripts in this collection,,,,"Video footage of group family pictures, heirlooms, miscellaneous photographs, and a Chinese-American food restaurant. Video recording of dancing and a narrator/reporter describing a college dancing event, described as a 'cultural exchange' between Chinese-Americans and non-Chinese Americans. Innapropriate language.  ",objects/mg390_t34_coltonbroah_04_transcript.md,Chinese (culture or style); culture (concept); dancing (activity); family life; Asian-American; Chinese-American; educaiton; universities (institutions);,,,,"Lily Wai Committee papers, MG 390, University of Idaho Library Special Collections and Archives",MG390_T34_ColtonBroah_04.mp4,Image;MovingImage,video/mp4,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,MG390_T34_ColtonBroah_04.mp4,98mw82tq2Pg,,,video,https://youtu.be/98mw82tq2Pg,https://img.youtube.com/vi/98mw82tq2Pg/hqdefault.jpg,https://img.youtube.com/vi/98mw82tq2Pg/mqdefault.jpg,,
,otherfaces036,,MG390_T31_Bowlers,Video footage of interviews of various Asian-American individuals involved with the film,,,,,,0:19:11,Transcribed by Otter.AI. Revised by Zoe Stave.,,,,"Video footage of interviews of various Asian-American individuals involved with the film. They discuss education, their family lives and importance of education, mixed-race families and interracial marriages. There are also short clips of a high school graduation.  ",objects/mg390_t31_bowlers_transcript_revised.md,education; Asian-American; marriage (social construct); childhood; culture (concept);,,,,"Lily Wai Committee papers, MG 390, University of Idaho Library Special Collections and Archives",MG390_T31_Bowlers.mp4,Image;MovingImage,video/mp4,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,MG390_T31_Bowlers.mp4,DWR7M3U3UAc,,,video,https://youtu.be/DWR7M3U3UAc,https://img.youtube.com/vi/DWR7M3U3UAc/hqdefault.jpg,https://img.youtube.com/vi/DWR7M3U3UAc/mqdefault.jpg,,
,otherfaces037,,MG390_T35_Discrimination,Compilation video of participants discussing discrimination,,,,,,0:22:58,Transcribed by Otter.AI. Note that transcript was produced by Otter.ai and may contain discrepancies. University of Idaho Special Collections and Archives is currently working to polish and clean up all transcripts in this collection.,,,,"Video footage of interviews regarding family life, racial discrimination, and life in Idaho as Asian-Americans. This footage primarily covers racial discrimination experienced by the Asian-American families and individuals. The interviewees provide several examples of discrimination, both negative and positive.",objects/mg390_t35_discrimination_transcript.md,racial discrimination; Asian-American; culture (concept); discrimination; communities (social groups); concentration camps; farming (activity or system); ethnicity; identity; marriage (social construct);,,,,"Lily Wai Committee papers, MG 390, University of Idaho Library Special Collections and Archives",MG390_T35_Discrimination.mp4,Image;MovingImage,video/mp4,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,MG390_T35_Discrimination.mp4,pV8Ke4q4qQE,,,video,https://youtu.be/pV8Ke4q4qQE,https://img.youtube.com/vi/pV8Ke4q4qQE/hqdefault.jpg,https://img.youtube.com/vi/pV8Ke4q4qQE/mqdefault.jpg,,
,otherfaces038,,MG390_T36_AsiansInIdaho4,"Original master copy of a draft of ""Other Faces, Other Lives"" video",,,,,,0:56:01,Transcribed by Otter.AI. Note that transcript was produced by Otter.ai and may contain discrepancies. University of Idaho Special Collections and Archives is currently working to polish and clean up all transcripts in this collection.,,,,"A full draft of ""Other Faces, Other Lives: Asian Americans in Idaho."" Old master copy. This includes interviews, a narrator, images of families, and more.",objects/mg390_t36_asiansinidaho4_transcript.md,Asian-American; Japanese-American; Chinese-American; Filipino (culture); mining; farming (activity or system); immigration; racial discrimination; railroad builders; concentration camps; culture (concept); clubs (associations); communities (social groups); family life; communities (inhabited places); restaurants;,,,,"Lily Wai Committee papers, MG 390, University of Idaho Library Special Collections and Archives",MG390_T36_AsiansInIdaho4.mp4,Image;MovingImage,video/mp4,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,MG390_T36_AsiansInIdaho4.mp4,QDBm6tHDywc,,,video,https://youtu.be/QDBm6tHDywc,https://img.youtube.com/vi/QDBm6tHDywc/hqdefault.jpg,https://img.youtube.com/vi/QDBm6tHDywc/mqdefault.jpg,,
,otherfaces039,,MG390_T40_LorecaVO,"Voice over video of narrator for ""Other Faces, Other Lives""",,,,,,1:02:46,Transcribed by Otter.AI. Note that transcript was produced by Otter.ai and may contain discrepancies. University of Idaho Special Collections and Archives is currently working to polish and clean up all transcripts in this collection.,,,,"Video of narrator reading the script for the documentary film. ""Rough cut: not for distribution"" in second half of video footage.",objects/mg390_t40_lorecavo_transcript.md,narrators (actors);,"Moscow, Idaho",46.731304,-117.000265,"Lily Wai Committee papers, MG 390, University of Idaho Library Special Collections and Archives",MG390_T40_LorecaVO.mp4,Image;MovingImage,video/mp4,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,MG390_T40_LorecaVO.mp4,cQuDDYqaO8E,,,video,https://youtu.be/cQuDDYqaO8E,https://img.youtube.com/vi/cQuDDYqaO8E/hqdefault.jpg,https://img.youtube.com/vi/cQuDDYqaO8E/mqdefault.jpg,,
,otherfaces040,,MG390_T48_OtherFacesOtherlives,"""Other Faces - Other Lives"" Palouse Asian American Association (TeknifilmVideo)",,,,,,0:56:00,Transcribed by Otter.AI. Note that transcript was produced by Otter.ai and may contain discrepancies. University of Idaho Special Collections and Archives is currently working to polish and clean up all transcripts in this collection.,,,,"The full ""Other Faces, Other Lives: Asian Americans in Idaho"" film. This includes the narration, stills, interviews, music, and more.",objects/mg390_t48_otherfacesotherlives_transcript.md,Asian-American; Japanese-American; Chinese-American; Filipino (culture); mining; farming (activity or system); immigration; racial discrimination; railroad builders; concentration camps; culture (concept); clubs (associations); communities (social groups); family life; communities (inhabited places); restaurants;,,,,"Lily Wai Committee papers, MG 390, University of Idaho Library Special Collections and Archives",MG390_T48_OtherFacesOtherlives.mp4,Image;MovingImage,video/mp4,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,MG390_T48_OtherFacesOtherlives.mp4,tpXLMqXkI2Y,,,video,https://youtu.be/tpXLMqXkI2Y,https://img.youtube.com/vi/tpXLMqXkI2Y/hqdefault.jpg,https://img.youtube.com/vi/tpXLMqXkI2Y/mqdefault.jpg,,
,otherfaces041,,mg390-1-4-narrator-script,"Narrator script of ""Other Faces, Other Lives""",,,,,,,,,,,"Typed script for the final version of the film ""Other Faces, Other Lives""",,Asian-American; Japanese-American; Chinese-American; Filipino (culture); mining; farming (activity or system); immigration; racial discrimination; railroad builders; concentration camps; culture (concept); clubs (associations); communities (social groups); family life; communities (inhabited places); restaurants;,,,,"Lily Wai Committee papers, MG 390, University of Idaho Library Special Collections and Archives",mg390-1-4-narrator-script.pdf,Text,application/pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg390-1-4-narrator-script.pdf,,,,pdf,https://lib.uidaho.edu/digital/objects/otherfaces/mg390-1-4-narrator-script.pdf,https://lib.uidaho.edu/digital/objects/otherfaces/small/mg390-1-4-narrator-script_sm.jpg,https://lib.uidaho.edu/digital/objects/otherfaces/thumbs/mg390-1-4-narrator-script_th.jpg,,
,otherfaces042,,mg390-1-3-press-release,Press release,,,,,,,,,,1990-07-23,"Official press release for the Other Faces, Other Lives project, put together by the Idaho Centennial Commission, Ethnic Heritage Committee and Palouse Asian American Association.",,press releases,"Moscow, Idaho",46.731304,-117.000265,"Lily Wai Committee papers, MG 390, University of Idaho Library Special Collections and Archives",mg390-1-3-press-release.pdf,Text,application/pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg390-1-3-press-release.pdf,,,,pdf,https://lib.uidaho.edu/digital/objects/otherfaces/mg390-1-3-press-release.pdf,https://lib.uidaho.edu/digital/objects/otherfaces/small/mg390-1-3-press-release_sm.jpg,https://lib.uidaho.edu/digital/objects/otherfaces/thumbs/mg390-1-3-press-release_th.jpg,,
,otherfaces043,,mg390-1-4-distribution-letter,Distribution letter,,,,,,,,"Lily Wai, Palouse Asian American Association",,1990-07-25,"Letter sent to Idaho libraries with a copy of the video ""Other Faces, Other Lives""",,distribution (function); form letters,"Moscow, Idaho",46.731304,-117.000265,"Lily Wai Committee papers, MG 390, University of Idaho Library Special Collections and Archives",mg390-1-4-distribution-letter.pdf,Text,application/pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg390-1-4-distribution-letter.pdf,,,,pdf,https://lib.uidaho.edu/digital/objects/otherfaces/mg390-1-4-distribution-letter.pdf,https://lib.uidaho.edu/digital/objects/otherfaces/small/mg390-1-4-distribution-letter_sm.jpg,https://lib.uidaho.edu/digital/objects/otherfaces/thumbs/mg390-1-4-distribution-letter_th.jpg,,
,otherfaces044,,mg390-1-4-newspaper-clipping,Newspaper clipping,,,,,,,,"Vera White, Idahonian",,1990-07-02,"Newspaper article announcing and discussing the ""Other Faces, Other Lives"" project and final film",,newspaper clippings,"Moscow, Idaho",46.731304,-117.000265,"Lily Wai Committee papers, MG 390, University of Idaho Library Special Collections and Archives",mg390-1-4-newspaper-clipping.pdf,Text,application/pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg390-1-4-newspaper-clipping.pdf,,,,pdf,https://lib.uidaho.edu/digital/objects/otherfaces/mg390-1-4-newspaper-clipping.pdf,https://lib.uidaho.edu/digital/objects/otherfaces/small/mg390-1-4-newspaper-clipping_sm.jpg,https://lib.uidaho.edu/digital/objects/otherfaces/thumbs/mg390-1-4-newspaper-clipping_th.jpg,,
,otherfaces045,,mg390-1-4-vhs-cover,"Jacket cover for final version of Other Faces, Other Lives",,,,,,,,,,,"Black text, black and white photos, and a grey shape of the state of Idaho on a red background",,covers (overlying objects),"Moscow, Idaho",46.731304,-117.000265,"Lily Wai Committee papers, MG 390, University of Idaho Library Special Collections and Archives",mg390-1-4-vhs-cover.pdf,Text,application/pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg390-1-4-vhs-cover.pdf,,,,pdf,https://lib.uidaho.edu/digital/objects/otherfaces/mg390-1-4-vhs-cover.pdf,https://lib.uidaho.edu/digital/objects/otherfaces/small/mg390-1-4-vhs-cover_sm.jpg,https://lib.uidaho.edu/digital/objects/otherfaces/thumbs/mg390-1-4-vhs-cover_th.jpg,,
,otherfaces046,,mg390-3-47a-cora-lee-transcript,Cora Lee transcript,Cora Lee,Lee,Cora,,,,,,,,"A transcript of an interviewee, Cora Lee.",,interviews; Asian-America; Chinese American; communities (social groups); racial discrimination; education; marriage (social construct);,,,,"Lily Wai Committee papers, MG 390, University of Idaho Library Special Collections and Archives",mg390-3-47a-cora-lee-transcript.pdf,Text,application/pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg390-3-47a-cora-lee-transcript.pdf,,,,pdf,https://lib.uidaho.edu/digital/objects/otherfaces/mg390-3-47a-cora-lee-transcript.pdf,https://lib.uidaho.edu/digital/objects/otherfaces/small/mg390-3-47a-cora-lee-transcript_sm.jpg,https://lib.uidaho.edu/digital/objects/otherfaces/thumbs/mg390-3-47a-cora-lee-transcript_th.jpg,,
